sources,is_weed,verbatim_name,wcvp_taxon_name,wcvp_author,wcvp_rank,wcvp_taxon_status,wcvp_taxonid,wcvp_accepted_name,wcvp_accepted_author,wcvp_accepted_taxonid,wcvp_family,wcvp_match_type,wcvp_match_score,gbif_usage_key,gbif_scientific_name,gbif_canonical_name,gbif_authorship,gbif_rank,gbif_status,gbif_match_type,gbif_confidence,gbif_accepted_key,gbif_accepted_name,gbif_accepted_authorship,gbif_kingdom,gbif_phylum,gbif_class,gbif_order,gbif_family,gbif_genus,gbif_species,gbif_species_key
inaturalist_eneabba,False,Melaleuca glumacea,Melaleuca glumacea,Craven & R.D.Edwards,Species,Accepted,491462,Melaleuca glumacea,Craven & R.D.Edwards,491462,Myrtaceae,exact,100,9354343,Melaleuca glumacea Craven & R.D.Edwards,Melaleuca glumacea,Craven & R.D.Edwards,SPECIES,ACCEPTED,EXACT,100,9354343,Melaleuca glumacea Craven & R.D.Edwards,Craven & R.D.Edwards,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,Melaleuca glumacea,9354343
tsakalos_2018_applvegsci,False,Melaleuca hamata,Melaleuca hamata,Fielding & Gardner,Species,Accepted,123685,Melaleuca hamata,Fielding & Gardner,123685,Myrtaceae,exact,100,5415770,Melaleuca hamata Fielding & G.A.Gardner,Melaleuca hamata,Fielding & G.A.Gardner,SPECIES,ACCEPTED,EXACT,100,5415770,Melaleuca hamata Fielding & G.A.Gardner,Fielding & G.A.Gardner,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,Melaleuca hamata,5415770
tsakalos_2018_applvegsci,False,Melaleuca hamulosa,Melaleuca hamulosa,Turcz.,Species,Accepted,123686,Melaleuca hamulosa,Turcz.,123686,Myrtaceae,exact,100,5415761,Melaleuca hamulosa Turcz.,Melaleuca hamulosa,Turcz.,SPECIES,ACCEPTED,EXACT,100,5415761,Melaleuca hamulosa Turcz.,Turcz.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,Melaleuca hamulosa,5415761
tsakalos_2018_applvegsci,False,Calothamnus hirsutus,Calothamnus hirsutus,Hawkeswood,Species,Synonym,31924,Melaleuca hirsuta,(Hawkeswood) Craven & R.D.Edwards,491495,Myrtaceae,exact,100,9370507,Melaleuca hirsuta (Hawkeswood) Craven & R.D.Edwards,Melaleuca hirsuta,(Hawkeswood) Craven & R.D.Edwards,SPECIES,ACCEPTED,EXACT,100,9370507,Melaleuca hirsuta (Hawkeswood) Craven & R.D.Edwards,(Hawkeswood) Craven & R.D.Edwards,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,Melaleuca hirsuta,9370507
tsakalos_2018_applvegsci,False,Melaleuca huegelii subsp. huegelii,Melaleuca huegelii subsp. huegelii,nan,Subspecies,Accepted,123695,Melaleuca huegelii subsp. huegelii,nan,123695,Myrtaceae,exact,100,7223992,Melaleuca huegelii subsp. huegelii,Melaleuca huegelii huegelii,,SUBSPECIES,ACCEPTED,EXACT,99,7223992,Melaleuca huegelii subsp. huegelii,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,Melaleuca huegelii,5416080
tsakalos_2018_applvegsci,False,Eremaea violacea,Eremaea violacea,F.Muell.,Species,Synonym,70662,Melaleuca kybeliona,Craven & R.D.Edwards,491582,Myrtaceae,exact,100,9426806,Melaleuca kybeliona Craven & R.D.Edwards,Melaleuca kybeliona,Craven & R.D.Edwards,SPECIES,ACCEPTED,EXACT,100,9426806,Melaleuca kybeliona Craven & R.D.Edwards,Craven & R.D.Edwards,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,Melaleuca kybeliona,9426806
inaturalist_eneabba,False,Melaleuca kybeliona,Melaleuca kybeliona,Craven & R.D.Edwards,Species,Accepted,491582,Melaleuca kybeliona,Craven & R.D.Edwards,491582,Myrtaceae,exact,100,9426806,Melaleuca kybeliona Craven & R.D.Edwards,Melaleuca kybeliona,Craven & R.D.Edwards,SPECIES,ACCEPTED,EXACT,100,9426806,Melaleuca kybeliona Craven & R.D.Edwards,Craven & R.D.Edwards,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,Melaleuca kybeliona,9426806
tsakalos_2018_applvegsci,False,Melaleuca lateriflora,Melaleuca lateriflora,Benth.,Species,Accepted,123725,Melaleuca lateriflora,Benth.,123725,Myrtaceae,exact,100,5415824,Melaleuca lateriflora Benth.,Melaleuca lateriflora,Benth.,SPECIES,ACCEPTED,EXACT,100,5415824,Melaleuca lateriflora Benth.,Benth.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,Melaleuca lateriflora,5415824
riviera_2021_restecol,False,Melaleuca leuopoma agg.,Melaleuca leuropoma,Craven,Species,Accepted,123748,Melaleuca leuropoma,Craven,123748,Myrtaceae,fuzzy,97,5415873,Melaleuca leuropoma Craven,Melaleuca leuropoma,Craven,SPECIES,ACCEPTED,EXACT,100,5415873,Melaleuca leuropoma Craven,Craven,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,Melaleuca leuropoma,5415873
tsakalos_2018_applvegsci,False,Melaleuca leuropoma,Melaleuca leuropoma,Craven,Species,Accepted,123748,Melaleuca leuropoma,Craven,123748,Myrtaceae,exact,100,5415873,Melaleuca leuropoma Craven,Melaleuca leuropoma,Craven,SPECIES,ACCEPTED,EXACT,100,5415873,Melaleuca leuropoma Craven,Craven,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,Melaleuca leuropoma,5415873
tsakalos_2018_applvegsci,False,Calothamnus longissimus,Calothamnus longissimus,F.Muell.,Species,Synonym,31935,Melaleuca longissima,(F.Muell.) Craven & R.D.Edwards,491475,Myrtaceae,exact,100,9494884,Melaleuca longissima (F.Muell.) Craven & R.D.Edwards,Melaleuca longissima,(F.Muell.) Craven & R.D.Edwards,SPECIES,ACCEPTED,EXACT,100,9494884,Melaleuca longissima (F.Muell.) Craven & R.D.Edwards,(F.Muell.) Craven & R.D.Edwards,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,Melaleuca longissima,9494884
tsakalos_2018_applvegsci,False,Melaleuca marginata,Melaleuca marginata,"(Sond.) Hislop, Lepschi & Craven",Species,Accepted,473785,Melaleuca marginata,"(Sond.) Hislop, Lepschi & Craven",473785,Myrtaceae,exact,100,9618931,"Melaleuca marginata (Sond.) Hislop, Lepschi & Craven",Melaleuca marginata,"(Sond.) Hislop, Lepschi & Craven",SPECIES,ACCEPTED,EXACT,100,9618931,"Melaleuca marginata (Sond.) Hislop, Lepschi & Craven","(Sond.) Hislop, Lepschi & Craven",Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,Melaleuca marginata,9618931
inaturalist_eneabba,False,Melaleuca orbicularis,Melaleuca orbicularis,Craven,Species,Accepted,123799,Melaleuca orbicularis,Craven,123799,Myrtaceae,exact,100,5416142,Melaleuca orbicularis Craven,Melaleuca orbicularis,Craven,SPECIES,ACCEPTED,EXACT,100,5416142,Melaleuca orbicularis Craven,Craven,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,Melaleuca orbicularis,5416142
tsakalos_2018_applvegsci,False,Eremaea pauciflora,Eremaea pauciflora,(Endl.) Druce,Species,Synonym,70654,Melaleuca pilosa var. pilosa,nan,70657,Myrtaceae,exact,100,10977928,Melaleuca pilosa var. pilosa,Melaleuca pilosa pilosa,,VARIETY,SYNONYM,EXACT,98,9263926,Melaleuca rariflora Craven & R.D.Edwards,Craven & R.D.Edwards,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,Melaleuca rariflora,9263926
tsakalos_2018_applvegsci,False,Melaleuca platycalyx,Melaleuca platycalyx,Diels,Species,Accepted,123836,Melaleuca platycalyx,Diels,123836,Myrtaceae,exact,100,5415818,Melaleuca platycalyx Diels,Melaleuca platycalyx,Diels,SPECIES,ACCEPTED,EXACT,100,5415818,Melaleuca platycalyx Diels,Diels,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,Melaleuca platycalyx,5415818
inaturalist_eneabba,False,Melaleuca porphyrocephala,Melaleuca porphyrocephala,(F.Muell.) Craven & R.D.Edwards,Species,Accepted,491565,Melaleuca porphyrocephala,(F.Muell.) Craven & R.D.Edwards,491565,Myrtaceae,exact,100,9434147,Melaleuca porphyrocephala (F.Muell.) Craven & R.D.Edwards,Melaleuca porphyrocephala,(F.Muell.) Craven & R.D.Edwards,SPECIES,ACCEPTED,EXACT,100,9434147,Melaleuca porphyrocephala (F.Muell.) Craven & R.D.Edwards,(F.Muell.) Craven & R.D.Edwards,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,Melaleuca porphyrocephala,9434147
tsakalos_2018_applvegsci,False,Phymatocarpus porphyrocephalus,Phymatocarpus porphyrocephalus,F.Muell.,Species,Synonym,155713,Melaleuca porphyrocephala,(F.Muell.) Craven & R.D.Edwards,491565,Myrtaceae,exact,100,9434147,Melaleuca porphyrocephala (F.Muell.) Craven & R.D.Edwards,Melaleuca porphyrocephala,(F.Muell.) Craven & R.D.Edwards,SPECIES,ACCEPTED,EXACT,100,9434147,Melaleuca porphyrocephala (F.Muell.) Craven & R.D.Edwards,(F.Muell.) Craven & R.D.Edwards,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,Melaleuca porphyrocephala,9434147
tsakalos_2018_applvegsci,False,Calothamnus quadrifidus,Calothamnus quadrifidus,R.Br.,Species,Synonym,31948,Melaleuca quadrifida,(R.Br.) Craven & R.D.Edwards,491481,Myrtaceae,exact,100,9498040,Melaleuca quadrifida (R.Br.) Craven & R.D.Edwards,Melaleuca quadrifida,(R.Br.) Craven & R.D.Edwards,SPECIES,ACCEPTED,EXACT,100,9498040,Melaleuca quadrifida (R.Br.) Craven & R.D.Edwards,(R.Br.) Craven & R.D.Edwards,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,Melaleuca quadrifida,9498040
inaturalist_eneabba,False,Melaleuca quadrifida,Melaleuca quadrifida,(R.Br.) Craven & R.D.Edwards,Species,Accepted,491481,Melaleuca quadrifida,(R.Br.) Craven & R.D.Edwards,491481,Myrtaceae,exact,100,9498040,Melaleuca quadrifida (R.Br.) Craven & R.D.Edwards,Melaleuca quadrifida,(R.Br.) Craven & R.D.Edwards,SPECIES,ACCEPTED,EXACT,100,9498040,Melaleuca quadrifida (R.Br.) Craven & R.D.Edwards,(R.Br.) Craven & R.D.Edwards,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,Melaleuca quadrifida,9498040
inaturalist_eneabba,False,Melaleuca quadrifida subsp. angustifolia,Melaleuca quadrifida subsp. angustifolia,(Ewart) Craven & R.D.Edwards,Subspecies,Accepted,491474,Melaleuca quadrifida subsp. angustifolia,(Ewart) Craven & R.D.Edwards,491474,Myrtaceae,exact,100,9264141,Melaleuca quadrifida subsp. angustifolia (Ewart) Craven & R.D.Edwards,Melaleuca quadrifida angustifolia,(Ewart) Craven & R.D.Edwards,SUBSPECIES,ACCEPTED,EXACT,100,9264141,Melaleuca quadrifida subsp. angustifolia (Ewart) Craven & R.D.Edwards,(Ewart) Craven & R.D.Edwards,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,Melaleuca quadrifida,9498040
tsakalos_2018_applvegsci,False,Melaleuca radula,Melaleuca radula,Lindl.,Species,Accepted,123858,Melaleuca radula,Lindl.,123858,Myrtaceae,exact,100,5415811,Melaleuca radula Lindl.,Melaleuca radula,Lindl.,SPECIES,ACCEPTED,EXACT,100,5415811,Melaleuca radula Lindl.,Lindl.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,Melaleuca radula,5415811
riviera_2021_restecol,False,Melaleuca ryeae agg.,Melaleuca ryeae,Craven,Species,Accepted,123865,Melaleuca ryeae,Craven,123865,Myrtaceae,exact,100,5416143,Melaleuca ryeae Craven,Melaleuca ryeae,Craven,SPECIES,ACCEPTED,EXACT,100,5416143,Melaleuca ryeae Craven,Craven,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,Melaleuca ryeae,5416143
riviera_2021_restecol|tsakalos_2018_applvegsci,False,Beaufortia elegans,Beaufortia elegans,S.Schauer,Species,Synonym,20219,Melaleuca scitula,Craven & R.D.Edwards,491445,Myrtaceae,exact,100,9371374,Melaleuca scitula Craven & R.D.Edwards,Melaleuca scitula,Craven & R.D.Edwards,SPECIES,ACCEPTED,EXACT,100,9371374,Melaleuca scitula Craven & R.D.Edwards,Craven & R.D.Edwards,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,Melaleuca scitula,9371374
inaturalist_eneabba,False,Melaleuca scitula,Melaleuca scitula,Craven & R.D.Edwards,Species,Accepted,491445,Melaleuca scitula,Craven & R.D.Edwards,491445,Myrtaceae,exact,100,9371374,Melaleuca scitula Craven & R.D.Edwards,Melaleuca scitula,Craven & R.D.Edwards,SPECIES,ACCEPTED,EXACT,100,9371374,Melaleuca scitula Craven & R.D.Edwards,Craven & R.D.Edwards,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,Melaleuca scitula,9371374
tsakalos_2018_applvegsci,False,Melaleuca systena,Melaleuca systena,Craven,Species,Accepted,123920,Melaleuca systena,Craven,123920,Myrtaceae,exact,100,5415794,Melaleuca systena Craven,Melaleuca systena,Craven,SPECIES,ACCEPTED,EXACT,100,5415794,Melaleuca systena Craven,Craven,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,Melaleuca systena,5415794
tsakalos_2018_applvegsci,False,Melaleuca tinkeri,Melaleuca tinkeri,Craven,Species,Accepted,123937,Melaleuca tinkeri,Craven,123937,Myrtaceae,exact,100,5415934,Melaleuca tinkeri Craven,Melaleuca tinkeri,Craven,SPECIES,ACCEPTED,EXACT,100,5415934,Melaleuca tinkeri Craven,Craven,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,Melaleuca tinkeri,5415934
tsakalos_2018_applvegsci,False,Calothamnus torulosus,Calothamnus torulosus,S.Schauer,Species,Synonym,31957,Melaleuca torulosa,(Schauer) Craven & R.D.Edwards,491503,Myrtaceae,exact,100,9441419,Melaleuca torulosa (Schauer) Craven & R.D.Edwards,Melaleuca torulosa,(Schauer) Craven & R.D.Edwards,SPECIES,ACCEPTED,EXACT,100,9441419,Melaleuca torulosa (Schauer) Craven & R.D.Edwards,(Schauer) Craven & R.D.Edwards,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,Melaleuca torulosa,9441419
inaturalist_eneabba,False,Melaleuca torulosa,Melaleuca torulosa,(Schauer) Craven & R.D.Edwards,Species,Accepted,491503,Melaleuca torulosa,(Schauer) Craven & R.D.Edwards,491503,Myrtaceae,exact,100,9441419,Melaleuca torulosa (Schauer) Craven & R.D.Edwards,Melaleuca torulosa,(Schauer) Craven & R.D.Edwards,SPECIES,ACCEPTED,EXACT,100,9441419,Melaleuca torulosa (Schauer) Craven & R.D.Edwards,(Schauer) Craven & R.D.Edwards,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,Melaleuca torulosa,9441419
inaturalist_eneabba|tsakalos_2018_applvegsci,False,Melaleuca trichophylla,Melaleuca trichophylla,Lindl.,Species,Accepted,123941,Melaleuca trichophylla,Lindl.,123941,Myrtaceae,exact,100,5415802,Melaleuca trichophylla Lindl.,Melaleuca trichophylla,Lindl.,SPECIES,ACCEPTED,EXACT,100,5415802,Melaleuca trichophylla Lindl.,Lindl.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,Melaleuca trichophylla,5415802
tsakalos_2018_applvegsci,False,Melaleuca urceolaris,Melaleuca urceolaris,F.Muell. ex Benth.,Species,Accepted,123956,Melaleuca urceolaris,F.Muell. ex Benth.,123956,Myrtaceae,exact,100,5416032,Melaleuca urceolaris F.Muell. ex Benth.,Melaleuca urceolaris,F.Muell. ex Benth.,SPECIES,ACCEPTED,EXACT,100,5416032,Melaleuca urceolaris F.Muell. ex Benth.,F.Muell. ex Benth.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,Melaleuca urceolaris,5416032
inaturalist_eneabba,False,Melaleuca variegata,Melaleuca variegata,Craven & R.D.Edwards,Species,Accepted,491448,Melaleuca variegata,Craven & R.D.Edwards,491448,Myrtaceae,exact,100,9615278,Melaleuca variegata Craven & R.D.Edwards,Melaleuca variegata,Craven & R.D.Edwards,SPECIES,ACCEPTED,EXACT,100,9615278,Melaleuca variegata Craven & R.D.Edwards,Craven & R.D.Edwards,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,Melaleuca variegata,9615278
riviera_2021_restecol|tsakalos_2018_applvegsci,False,Melaleuca viminea subsp. viminea,Melaleuca viminea subsp. viminea,nan,Subspecies,Accepted,123968,Melaleuca viminea subsp. viminea,nan,123968,Myrtaceae,exact,100,5415847,Melaleuca viminea subsp. viminea,Melaleuca viminea viminea,,SUBSPECIES,ACCEPTED,EXACT,99,5415847,Melaleuca viminea subsp. viminea,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,Melaleuca viminea,5415846
tsakalos_2018_applvegsci,False,Melaleuca zonalis,Melaleuca zonalis,Craven,Species,Accepted,123986,Melaleuca zonalis,Craven,123986,Myrtaceae,exact,100,5415841,Melaleuca zonalis Craven,Melaleuca zonalis,Craven,SPECIES,ACCEPTED,EXACT,100,5415841,Melaleuca zonalis Craven,Craven,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,Melaleuca zonalis,5415841
tsakalos_2018_applvegsci,False,Eremaea x phoenicea,Eremaea × phoenicea,Hnatiuk,Species,Synonym,70658,Melaleuca × mulleola,Craven & R.D.Edwards,491584,Myrtaceae,fuzzy,97,9253627,Melaleuca ×mulleola Craven & R.D.Edwards,Melaleuca mulleola,Craven & R.D.Edwards,SPECIES,ACCEPTED,EXACT,100,9253627,Melaleuca ×mulleola Craven & R.D.Edwards,Craven & R.D.Edwards,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Melaleuca,Melaleuca mulleola,9253627
inaturalist_eneabba|riviera_2021_restecol|tsakalos_2018_applvegsci,False,Pileanthus filifolius,Pileanthus filifolius,Meisn.,Species,Accepted,156068,Pileanthus filifolius,Meisn.,156068,Myrtaceae,exact,100,3188404,Pileanthus filifolius Meisn.,Pileanthus filifolius,Meisn.,SPECIES,ACCEPTED,EXACT,100,3188404,Pileanthus filifolius Meisn.,Meisn.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Pileanthus,Pileanthus filifolius,3188404
tsakalos_2018_applvegsci,False,Scholtzia laxiflora,Scholtzia laxiflora,Benth.,Species,Accepted,188302,Scholtzia laxiflora,Benth.,188302,Myrtaceae,exact,100,3186802,Scholtzia laxiflora Benth.,Scholtzia laxiflora,Benth.,SPECIES,ACCEPTED,EXACT,100,3186802,Scholtzia laxiflora Benth.,Benth.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Scholtzia,Scholtzia laxiflora,3186802
riviera_2021_restecol,False,Scholtzia laxiflora agg.,Scholtzia laxiflora,Benth.,Species,Accepted,188302,Scholtzia laxiflora,Benth.,188302,Myrtaceae,exact,100,3186802,Scholtzia laxiflora Benth.,Scholtzia laxiflora,Benth.,SPECIES,ACCEPTED,EXACT,100,3186802,Scholtzia laxiflora Benth.,Benth.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Scholtzia,Scholtzia laxiflora,3186802
tsakalos_2018_applvegsci,False,Scholtzia involucrata,Scholtzia involucrata,(Endl.) Druce,Species,Synonym,188301,Scholtzia obovata,(DC.) S.Schauer,188304,Myrtaceae,exact,100,3186820,Scholtzia obovata (DC.) Schauer,Scholtzia obovata,(DC.) Schauer,SPECIES,ACCEPTED,EXACT,100,3186820,Scholtzia obovata (DC.) Schauer,(DC.) Schauer,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Scholtzia,Scholtzia obovata,3186820
tsakalos_2018_applvegsci,False,Scholtzia umbellifera,Scholtzia umbellifera,F.Muell.,Species,Accepted,188310,Scholtzia umbellifera,F.Muell.,188310,Myrtaceae,exact,100,3186808,Scholtzia umbellifera F.Muell.,Scholtzia umbellifera,F.Muell.,SPECIES,ACCEPTED,EXACT,100,3186808,Scholtzia umbellifera F.Muell.,F.Muell.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Scholtzia,Scholtzia umbellifera,3186808
tsakalos_2018_applvegsci,False,Thryptomene hyporhytis,Thryptomene hyporhytis,Turcz.,Species,Accepted,204266,Thryptomene hyporhytis,Turcz.,204266,Myrtaceae,exact,100,3177561,Thryptomene hyporhytis Turcz.,Thryptomene hyporhytis,Turcz.,SPECIES,ACCEPTED,EXACT,100,3177561,Thryptomene hyporhytis Turcz.,Turcz.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Thryptomene,Thryptomene hyporhytis,3177561
tsakalos_2018_applvegsci,False,Thryptomene mucronulata,Thryptomene mucronulata,Turcz.,Species,Accepted,204278,Thryptomene mucronulata,Turcz.,204278,Myrtaceae,exact,100,3177576,Thryptomene mucronulata Turcz.,Thryptomene mucronulata,Turcz.,SPECIES,ACCEPTED,EXACT,100,3177576,Thryptomene mucronulata Turcz.,Turcz.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Thryptomene,Thryptomene mucronulata,3177576
tsakalos_2018_applvegsci,False,Thryptomene racemulosa,Thryptomene racemulosa,Turcz.,Species,Accepted,204289,Thryptomene racemulosa,Turcz.,204289,Myrtaceae,exact,100,3177564,Thryptomene racemulosa Turcz.,Thryptomene racemulosa,Turcz.,SPECIES,ACCEPTED,EXACT,100,3177564,Thryptomene racemulosa Turcz.,Turcz.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Thryptomene,Thryptomene racemulosa,3177564
dbca_2025_tpfl|tsakalos_2018_applvegsci,False,Thryptomene spicata,Thryptomene spicata,Rye & Trudgen,Species,Accepted,498079,Thryptomene spicata,Rye & Trudgen,498079,Myrtaceae,exact,100,9266757,Thryptomene spicata Rye & Trudgen,Thryptomene spicata,Rye & Trudgen,SPECIES,ACCEPTED,EXACT,100,9266757,Thryptomene spicata Rye & Trudgen,Rye & Trudgen,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Thryptomene,Thryptomene spicata,9266757
dbca_2025_tpfl,False,Verticordia albida,Verticordia albida,A.S.George,Species,Accepted,212862,Verticordia albida,A.S.George,212862,Myrtaceae,exact,100,5420218,Verticordia albida A.S.George,Verticordia albida,A.S.George,SPECIES,ACCEPTED,EXACT,100,5420218,Verticordia albida A.S.George,A.S.George,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Verticordia,Verticordia albida,5420218
dbca_2025_tpfl,False,Verticordia amphigia,Verticordia amphigia,A.S.George,Species,Accepted,212863,Verticordia amphigia,A.S.George,212863,Myrtaceae,exact,100,5420209,Verticordia amphigia A.S.George,Verticordia amphigia,A.S.George,SPECIES,ACCEPTED,EXACT,100,5420209,Verticordia amphigia A.S.George,A.S.George,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Verticordia,Verticordia amphigia,5420209
dbca_2025_tpfl|inaturalist_eneabba|tsakalos_2018_applvegsci,False,Verticordia argentea,Verticordia argentea,A.S.George,Species,Accepted,212865,Verticordia argentea,A.S.George,212865,Myrtaceae,exact,100,5420175,Verticordia argentea A.S.George,Verticordia argentea,A.S.George,SPECIES,ACCEPTED,EXACT,100,5420175,Verticordia argentea A.S.George,A.S.George,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Verticordia,Verticordia argentea,5420175
dbca_2025_tpfl|inaturalist_eneabba|tsakalos_2018_applvegsci,False,Verticordia aurea,Verticordia aurea,A.S.George,Species,Accepted,212867,Verticordia aurea,A.S.George,212867,Myrtaceae,exact,100,5420144,Verticordia aurea A.S.George,Verticordia aurea,A.S.George,SPECIES,ACCEPTED,EXACT,100,5420144,Verticordia aurea A.S.George,A.S.George,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Verticordia,Verticordia aurea,5420144
tsakalos_2018_applvegsci,False,Verticordia blepharophylla,Verticordia blepharophylla,A.S.George,Species,Accepted,212870,Verticordia blepharophylla,A.S.George,212870,Myrtaceae,exact,100,5420270,Verticordia blepharophylla A.S.George,Verticordia blepharophylla,A.S.George,SPECIES,ACCEPTED,EXACT,100,5420270,Verticordia blepharophylla A.S.George,A.S.George,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Verticordia,Verticordia blepharophylla,5420270
tsakalos_2018_applvegsci,False,Verticordia chrysanthella agg.,Verticordia chrysanthella,A.S.George,Species,Accepted,212885,Verticordia chrysanthella,A.S.George,212885,Myrtaceae,exact,100,5420204,Verticordia chrysanthella A.S.George,Verticordia chrysanthella,A.S.George,SPECIES,ACCEPTED,EXACT,100,5420204,Verticordia chrysanthella A.S.George,A.S.George,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Verticordia,Verticordia chrysanthella,5420204
tsakalos_2018_applvegsci,False,Verticordia densiflora,Verticordia densiflora,Lindl.,Species,Accepted,212906,Verticordia densiflora,Lindl.,212906,Myrtaceae,exact,100,5420184,Verticordia densiflora Lindl.,Verticordia densiflora,Lindl.,SPECIES,ACCEPTED,EXACT,100,5420184,Verticordia densiflora Lindl.,Lindl.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Verticordia,Verticordia densiflora,5420184
dbca_2025_tpfl,False,Verticordia densiflora var. roseostella,Verticordia densiflora var. roseostella,A.S.George,Variety,Accepted,212910,Verticordia densiflora var. roseostella,A.S.George,212910,Myrtaceae,exact,100,5420188,Verticordia densiflora var. roseostella A.S.George,Verticordia densiflora roseostella,A.S.George,VARIETY,ACCEPTED,EXACT,100,5420188,Verticordia densiflora var. roseostella A.S.George,A.S.George,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Verticordia,Verticordia densiflora,5420184
dbca_2025_tpfl|inaturalist_eneabba|tsakalos_2018_applvegsci,False,Verticordia fragrans,Verticordia fragrans,A.S.George,Species,Accepted,212938,Verticordia fragrans,A.S.George,212938,Myrtaceae,exact,100,5420166,Verticordia fragrans A.S.George,Verticordia fragrans,A.S.George,SPECIES,ACCEPTED,EXACT,100,5420166,Verticordia fragrans A.S.George,A.S.George,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Verticordia,Verticordia fragrans,5420166
inaturalist_eneabba|tsakalos_2018_applvegsci,False,Verticordia grandis,Verticordia grandis,J.Drumm.,Species,Accepted,212943,Verticordia grandis,J.Drumm.,212943,Myrtaceae,exact,100,5420283,Verticordia grandis Drumm.,Verticordia grandis,Drumm.,SPECIES,ACCEPTED,EXACT,100,5420283,Verticordia grandis Drumm.,Drumm.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Verticordia,Verticordia grandis,5420283
