sources,is_weed,verbatim_name,wcvp_taxon_name,wcvp_author,wcvp_rank,wcvp_taxon_status,wcvp_taxonid,wcvp_accepted_name,wcvp_accepted_author,wcvp_accepted_taxonid,wcvp_family,wcvp_match_type,wcvp_match_score,gbif_usage_key,gbif_scientific_name,gbif_canonical_name,gbif_authorship,gbif_rank,gbif_status,gbif_match_type,gbif_confidence,gbif_accepted_key,gbif_accepted_name,gbif_accepted_authorship,gbif_kingdom,gbif_phylum,gbif_class,gbif_order,gbif_family,gbif_genus,gbif_species,gbif_species_key
tsakalos_2018_applvegsci,False,Verticordia laciniata,Verticordia laciniata,A.S.George,Species,Accepted,212968,Verticordia laciniata,A.S.George,212968,Myrtaceae,exact,100,5420219,Verticordia laciniata A.S.George,Verticordia laciniata,A.S.George,SPECIES,ACCEPTED,EXACT,100,5420219,Verticordia laciniata A.S.George,A.S.George,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Verticordia,Verticordia laciniata,5420219
dbca_2025_tpfl,False,Verticordia luteola var. rosea,Verticordia luteola var. rosea,Eliz.George & A.S.George,Variety,Accepted,212979,Verticordia luteola var. rosea,Eliz.George & A.S.George,212979,Myrtaceae,exact,100,5420257,Verticordia luteola var. rosea Eliz.George & A.S.George,Verticordia luteola rosea,Eliz.George & A.S.George,VARIETY,ACCEPTED,EXACT,100,5420257,Verticordia luteola var. rosea Eliz.George & A.S.George,Eliz.George & A.S.George,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Verticordia,Verticordia luteola,5420256
inaturalist_eneabba|tsakalos_2018_applvegsci,False,Verticordia monadelpha,Verticordia monadelpha,Turcz.,Species,Accepted,212984,Verticordia monadelpha,Turcz.,212984,Myrtaceae,exact,100,5420113,Verticordia monadelpha Turcz.,Verticordia monadelpha,Turcz.,SPECIES,ACCEPTED,EXACT,100,5420113,Verticordia monadelpha Turcz.,Turcz.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Verticordia,Verticordia monadelpha,5420113
inaturalist_eneabba,False,Verticordia monadelpha var. monadelpha,Verticordia monadelpha var. monadelpha,nan,Variety,Accepted,212986,Verticordia monadelpha var. monadelpha,nan,212986,Myrtaceae,exact,100,5420116,Verticordia monadelpha var. monadelpha,Verticordia monadelpha monadelpha,,VARIETY,ACCEPTED,EXACT,99,5420116,Verticordia monadelpha var. monadelpha,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Verticordia,Verticordia monadelpha,5420113
dbca_2025_tpfl,False,Verticordia muelleriana subsp. muelleriana,Verticordia muelleriana subsp. muelleriana,nan,Subspecies,Accepted,212989,Verticordia muelleriana subsp. muelleriana,nan,212989,Myrtaceae,exact,100,5420269,Verticordia muelleriana subsp. muelleriana,Verticordia muelleriana muelleriana,,SUBSPECIES,ACCEPTED,EXACT,99,5420269,Verticordia muelleriana subsp. muelleriana,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Verticordia,Verticordia muelleriana,5420267
inaturalist_eneabba,False,Verticordia nitens,Verticordia nitens,(Lindl.) Endl.,Species,Accepted,212993,Verticordia nitens,(Lindl.) Endl.,212993,Myrtaceae,exact,100,5420139,Verticordia nitens (Lindl.) Endl.,Verticordia nitens,(Lindl.) Endl.,SPECIES,SYNONYM,EXACT,100,7527490,Verticordia nitens (Lindl.) Schauer,(Lindl.) Schauer,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Verticordia,Verticordia nitens,7527490
inaturalist_eneabba|tsakalos_2018_applvegsci,False,Verticordia nobilis,Verticordia nobilis,Meisn.,Species,Accepted,212994,Verticordia nobilis,Meisn.,212994,Myrtaceae,exact,100,5420127,Verticordia nobilis Meisn.,Verticordia nobilis,Meisn.,SPECIES,ACCEPTED,EXACT,100,5420127,Verticordia nobilis Meisn.,Meisn.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Verticordia,Verticordia nobilis,5420127
inaturalist_eneabba|tsakalos_2018_applvegsci,False,Verticordia ovalifolia,Verticordia ovalifolia,Meisn.,Species,Accepted,212996,Verticordia ovalifolia,Meisn.,212996,Myrtaceae,exact,100,5420297,Verticordia ovalifolia Meisn.,Verticordia ovalifolia,Meisn.,SPECIES,ACCEPTED,EXACT,100,5420297,Verticordia ovalifolia Meisn.,Meisn.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Verticordia,Verticordia ovalifolia,5420297
dbca_2025_tpfl,False,Verticordia penicillaris,Verticordia penicillaris,F.Muell.,Species,Accepted,213001,Verticordia penicillaris,F.Muell.,213001,Myrtaceae,exact,100,5420147,Verticordia penicillaris F.Muell.,Verticordia penicillaris,F.Muell.,SPECIES,ACCEPTED,EXACT,100,5420147,Verticordia penicillaris F.Muell.,F.Muell.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Verticordia,Verticordia penicillaris,5420147
inaturalist_eneabba|tsakalos_2018_applvegsci,False,Verticordia pennigera,Verticordia pennigera,Endl.,Species,Accepted,213002,Verticordia pennigera,Endl.,213002,Myrtaceae,exact,100,5420135,Verticordia pennigera Endl.,Verticordia pennigera,Endl.,SPECIES,ACCEPTED,EXACT,100,5420135,Verticordia pennigera Endl.,Endl.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Verticordia,Verticordia pennigera,5420135
dbca_2025_tpfl|inaturalist_eneabba,False,Verticordia rutilastra,Verticordia rutilastra,A.S.George,Species,Accepted,213024,Verticordia rutilastra,A.S.George,213024,Myrtaceae,exact,100,5420298,Verticordia rutilastra A.S.George,Verticordia rutilastra,A.S.George,SPECIES,ACCEPTED,EXACT,100,5420298,Verticordia rutilastra A.S.George,A.S.George,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Verticordia,Verticordia rutilastra,5420298
tsakalos_2018_applvegsci,False,Olax benthamiana,Olax benthamiana,Miq.,Species,Accepted,2400291,Olax benthamiana,Miq.,2400291,Olacaceae,exact,100,3685880,Olax benthamiana Miq.,Olax benthamiana,Miq.,SPECIES,ACCEPTED,EXACT,100,3685880,Olax benthamiana Miq.,Miq.,Plantae,Tracheophyta,Magnoliopsida,Santalales,Olacaceae,Olax,Olax benthamiana,3685880
tsakalos_2018_applvegsci,False,Olax scalariformis,Olax scalariformis,A.S.George,Species,Accepted,2400243,Olax scalariformis,A.S.George,2400243,Olacaceae,exact,100,3686102,Olax scalariformis A.S.George,Olax scalariformis,A.S.George,SPECIES,ACCEPTED,EXACT,100,3686102,Olax scalariformis A.S.George,A.S.George,Plantae,Tracheophyta,Magnoliopsida,Santalales,Olacaceae,Olax,Olax scalariformis,3686102
tsakalos_2018_applvegsci,False,Jasminum calcareum,Jasminum calcareum,F.Muell.,Species,Accepted,351770,Jasminum calcareum,F.Muell.,351770,Oleaceae,exact,100,3682329,Jasminum calcareum F.Muell.,Jasminum calcareum,F.Muell.,SPECIES,ACCEPTED,EXACT,100,3682329,Jasminum calcareum F.Muell.,F.Muell.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Jasminum,Jasminum calcareum,3682329
tsakalos_2018_applvegsci,False,Anthobolus foveolatus,Anthobolus foveolatus,F.Muell.,Species,Accepted,2641554,Anthobolus foveolatus,F.Muell.,2641554,Opiliaceae,exact,100,3789388,Anthobolus foveolatus F.Muell.,Anthobolus foveolatus,F.Muell.,SPECIES,ACCEPTED,EXACT,100,3789388,Anthobolus foveolatus F.Muell.,F.Muell.,Plantae,Tracheophyta,Magnoliopsida,Santalales,Opiliaceae,Anthobolus,Anthobolus foveolatus,3789388
inaturalist_eneabba,False,Caladenia bicalliata subsp. bicalliata,Caladenia bicalliata subsp. bicalliata,nan,Subspecies,Accepted,28466,Caladenia bicalliata subsp. bicalliata,nan,28466,Orchidaceae,exact,100,7069691,Caladenia bicalliata subsp. bicalliata,Caladenia bicalliata bicalliata,,SUBSPECIES,ACCEPTED,EXACT,99,7069691,Caladenia bicalliata subsp. bicalliata,,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Caladenia,Caladenia bicalliata,2841358
inaturalist_eneabba,False,Elythranthera brunonis,Elythranthera brunonis,(Endl.) A.S.George,Species,Synonym,66843,Caladenia brunonis,(Endl.) Rchb.f.,28471,Orchidaceae,exact,100,2838946,Caladenia brunonis (Endl.) Rchb.f.,Caladenia brunonis,(Endl.) Rchb.f.,SPECIES,ACCEPTED,EXACT,100,2838946,Caladenia brunonis (Endl.) Rchb.f.,(Endl.) Rchb.f.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Caladenia,Caladenia brunonis,2838946
inaturalist_eneabba,False,Caladenia crebra,Caladenia crebra,A.S.George,Species,Accepted,28522,Caladenia crebra,A.S.George,28522,Orchidaceae,exact,100,2841103,Caladenia crebra A.S.George,Caladenia crebra,A.S.George,SPECIES,ACCEPTED,EXACT,100,2841103,Caladenia crebra A.S.George,A.S.George,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Caladenia,Caladenia crebra,2841103
inaturalist_eneabba,False,Caladenia denticulata subsp. albicans,Caladenia denticulata subsp. albicans,A.P.Br. & G.Brockman,Subspecies,Accepted,496445,Caladenia denticulata subsp. albicans,A.P.Br. & G.Brockman,496445,Orchidaceae,exact,100,9338156,Caladenia denticulata subsp. albicans A.P.Br. & G.Brockman,Caladenia denticulata albicans,A.P.Br. & G.Brockman,SUBSPECIES,ACCEPTED,EXACT,100,9338156,Caladenia denticulata subsp. albicans A.P.Br. & G.Brockman,A.P.Br. & G.Brockman,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Caladenia,Caladenia denticulata,2841697
inaturalist_eneabba|tsakalos_2018_applvegsci,False,Caladenia flava,Caladenia flava,R.Br.,Species,Accepted,28572,Caladenia flava,R.Br.,28572,Orchidaceae,exact,100,2841189,Caladenia flava R.Br.,Caladenia flava,R.Br.,SPECIES,ACCEPTED,EXACT,100,2841189,Caladenia flava R.Br.,R.Br.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Caladenia,Caladenia flava,2841189
inaturalist_eneabba,False,Caladenia longicauda,Caladenia longicauda,Lindl.,Species,Accepted,28618,Caladenia longicauda,Lindl.,28618,Orchidaceae,exact,100,2842059,Caladenia longicauda Lindl.,Caladenia longicauda,Lindl.,SPECIES,ACCEPTED,EXACT,100,2842059,Caladenia longicauda Lindl.,Lindl.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Caladenia,Caladenia longicauda,2842059
inaturalist_eneabba,False,Caladenia longicauda subsp. borealis,Caladenia longicauda subsp. borealis,Hopper & A.P.Br.,Subspecies,Accepted,222832,Caladenia longicauda subsp. borealis,Hopper & A.P.Br.,222832,Orchidaceae,exact,100,2842069,Caladenia longicauda subsp. borealis Hopper & A.P.Br.,Caladenia longicauda borealis,Hopper & A.P.Br.,SUBSPECIES,ACCEPTED,EXACT,100,2842069,Caladenia longicauda subsp. borealis Hopper & A.P.Br.,Hopper & A.P.Br.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Caladenia,Caladenia longicauda,2842059
inaturalist_eneabba,False,Caladenia radialis,Caladenia radialis,R.S.Rogers,Species,Accepted,28686,Caladenia radialis,R.S.Rogers,28686,Orchidaceae,exact,100,2841150,Caladenia radialis R.S.Rogers,Caladenia radialis,R.S.Rogers,SPECIES,ACCEPTED,EXACT,100,2841150,Caladenia radialis R.S.Rogers,R.S.Rogers,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Caladenia,Caladenia radialis,2841150
inaturalist_eneabba,False,Caleana dixonii,Caleana dixonii,(Hopper & A.P.Br.) M.A.Clem.,Species,Accepted,489585,Caleana dixonii,(Hopper & A.P.Br.) M.A.Clem.,489585,Orchidaceae,exact,100,9362413,Caleana dixonii (Hopper & A.P.Br.) M.A.Clem.,Caleana dixonii,(Hopper & A.P.Br.) M.A.Clem.,SPECIES,ACCEPTED,EXACT,100,9362413,Caleana dixonii (Hopper & A.P.Br.) M.A.Clem.,(Hopper & A.P.Br.) M.A.Clem.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Caleana,Caleana dixonii,9362413
dbca_2025_tpfl|tsakalos_2018_applvegsci,False,Paracaleana dixonii,Paracaleana dixonii,Hopper & A.P.Br.,Species,Synonym,347775,Caleana dixonii,(Hopper & A.P.Br.) M.A.Clem.,489585,Orchidaceae,exact,100,9362413,Caleana dixonii (Hopper & A.P.Br.) M.A.Clem.,Caleana dixonii,(Hopper & A.P.Br.) M.A.Clem.,SPECIES,ACCEPTED,EXACT,100,9362413,Caleana dixonii (Hopper & A.P.Br.) M.A.Clem.,(Hopper & A.P.Br.) M.A.Clem.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Caleana,Caleana dixonii,9362413
inaturalist_eneabba,False,Caleana nigrita,Caleana nigrita,Lindl.,Species,Accepted,30578,Caleana nigrita,Lindl.,30578,Orchidaceae,exact,100,2820692,Caleana nigrita Lindl.,Caleana nigrita,Lindl.,SPECIES,ACCEPTED,EXACT,100,2820692,Caleana nigrita Lindl.,Lindl.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Caleana,Caleana nigrita,2820692
tsakalos_2018_applvegsci,False,Paracaleana nigrita,Paracaleana nigrita,(Lindl.) Blaxell,Species,Synonym,147408,Caleana nigrita,Lindl.,30578,Orchidaceae,exact,100,2820692,Caleana nigrita Lindl.,Caleana nigrita,Lindl.,SPECIES,ACCEPTED,EXACT,100,2820692,Caleana nigrita Lindl.,Lindl.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Caleana,Caleana nigrita,2820692
inaturalist_eneabba,False,Diuris refracta,Diuris refracta,D.L.Jones & C.J.French,Species,Accepted,490222,Diuris refracta,D.L.Jones & C.J.French,490222,Orchidaceae,exact,100,9523783,Diuris refracta D.L.Jones & C.J.French,Diuris refracta,D.L.Jones & C.J.French,SPECIES,ACCEPTED,EXACT,100,9523783,Diuris refracta D.L.Jones & C.J.French,D.L.Jones & C.J.French,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Diuris,Diuris refracta,9523783
inaturalist_eneabba,False,Diuris tinkeri,Diuris tinkeri,D.L.Jones & C.J.French,Species,Accepted,490071,Diuris tinkeri,D.L.Jones & C.J.French,490071,Orchidaceae,exact,100,9400465,Diuris tinkeri D.L.Jones & C.J.French,Diuris tinkeri,D.L.Jones & C.J.French,SPECIES,ACCEPTED,EXACT,100,9400465,Diuris tinkeri D.L.Jones & C.J.French,D.L.Jones & C.J.French,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Diuris,Diuris tinkeri,9400465
inaturalist_eneabba,False,Drakaea glyptodon,Drakaea glyptodon,Fitzg.,Species,Accepted,64184,Drakaea glyptodon,Fitzg.,64184,Orchidaceae,exact,100,2833951,Drakaea glyptodon Fitzg.,Drakaea glyptodon,Fitzg.,SPECIES,ACCEPTED,EXACT,100,2833951,Drakaea glyptodon Fitzg.,Fitzg.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Drakaea,Drakaea glyptodon,2833951
tsakalos_2018_applvegsci,False,Eriochilus dilatatus,Eriochilus dilatatus,Lindl.,Species,Accepted,71680,Eriochilus dilatatus,Lindl.,71680,Orchidaceae,exact,100,2791980,Eriochilus dilatatus Lindl.,Eriochilus dilatatus,Lindl.,SPECIES,ACCEPTED,EXACT,100,2791980,Eriochilus dilatatus Lindl.,Lindl.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Eriochilus,Eriochilus dilatatus,2791980
tsakalos_2018_applvegsci,False,Leporella fimbriata,Leporella fimbriata,(Lindl.) A.S.George,Species,Accepted,110880,Leporella fimbriata,(Lindl.) A.S.George,110880,Orchidaceae,exact,100,5311097,Leporella fimbriata (Lindl.) A.S.George,Leporella fimbriata,(Lindl.) A.S.George,SPECIES,ACCEPTED,EXACT,100,5311097,Leporella fimbriata (Lindl.) A.S.George,(Lindl.) A.S.George,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Leporella,Leporella fimbriata,5311097
tsakalos_2018_applvegsci,False,Pheladenia deformis,Pheladenia deformis,(R.Br.) D.L.Jones & M.A.Clem.,Species,Accepted,151343,Pheladenia deformis,(R.Br.) D.L.Jones & M.A.Clem.,151343,Orchidaceae,exact,100,2790510,Pheladenia deformis (R.Br.) D.L.Jones & M.A.Clem.,Pheladenia deformis,(R.Br.) D.L.Jones & M.A.Clem.,SPECIES,ACCEPTED,EXACT,100,2790510,Pheladenia deformis (R.Br.) D.L.Jones & M.A.Clem.,(R.Br.) D.L.Jones & M.A.Clem.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Pheladenia,Pheladenia deformis,2790510
inaturalist_eneabba,False,Prasophyllum elatum,Prasophyllum elatum,R.Br.,Species,Accepted,164707,Prasophyllum elatum,R.Br.,164707,Orchidaceae,exact,100,2802717,Prasophyllum elatum R.Br.,Prasophyllum elatum,R.Br.,SPECIES,ACCEPTED,EXACT,100,2802717,Prasophyllum elatum R.Br.,R.Br.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Prasophyllum,Prasophyllum elatum,2802717
tsakalos_2018_applvegsci,False,Pterostylis recurva,Pterostylis recurva,Benth.,Species,Accepted,170635,Pterostylis recurva,Benth.,170635,Orchidaceae,exact,100,2847274,Pterostylis recurva Benth.,Pterostylis recurva,Benth.,SPECIES,ACCEPTED,EXACT,100,2847274,Pterostylis recurva Benth.,Benth.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Pterostylis,Pterostylis recurva,2847274
inaturalist_eneabba|tsakalos_2018_applvegsci,False,Pterostylis vittata,Pterostylis vittata,Lindl.,Species,Accepted,170683,Pterostylis vittata,Lindl.,170683,Orchidaceae,exact,100,2847496,Pterostylis vittata Lindl.,Pterostylis vittata,Lindl.,SPECIES,ACCEPTED,EXACT,100,2847496,Pterostylis vittata Lindl.,Lindl.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Pterostylis,Pterostylis vittata,2847496
tsakalos_2018_applvegsci,False,Pyrorchis nigricans,Pyrorchis nigricans,(R.Br.) D.L.Jones & M.A.Clem.,Species,Accepted,171300,Pyrorchis nigricans,(R.Br.) D.L.Jones & M.A.Clem.,171300,Orchidaceae,exact,100,2791576,Pyrorchis nigricans (R.Br.) D.L.Jones & M.A.Clem.,Pyrorchis nigricans,(R.Br.) D.L.Jones & M.A.Clem.,SPECIES,ACCEPTED,EXACT,100,2791576,Pyrorchis nigricans (R.Br.) D.L.Jones & M.A.Clem.,(R.Br.) D.L.Jones & M.A.Clem.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Pyrorchis,Pyrorchis nigricans,2791576
inaturalist_eneabba|tsakalos_2018_applvegsci,False,Thelymitra campanulata,Thelymitra campanulata,Lindl.,Species,Accepted,203721,Thelymitra campanulata,Lindl.,203721,Orchidaceae,exact,100,2814117,Thelymitra campanulata Lindl.,Thelymitra campanulata,Lindl.,SPECIES,ACCEPTED,EXACT,100,2814117,Thelymitra campanulata Lindl.,Lindl.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Thelymitra,Thelymitra campanulata,2814117
inaturalist_eneabba,False,Thelymitra pulcherrima,Thelymitra pulcherrima,Jeanes,Species,Accepted,459624,Thelymitra pulcherrima,Jeanes,459624,Orchidaceae,exact,100,5952169,Thelymitra pulcherrima Jeanes,Thelymitra pulcherrima,Jeanes,SPECIES,ACCEPTED,EXACT,100,5952169,Thelymitra pulcherrima Jeanes,Jeanes,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Thelymitra,Thelymitra pulcherrima,5952169
tsakalos_2018_applvegsci,False,Phyllanthus calycinus,Phyllanthus calycinus,Labill.,Species,Accepted,153515,Phyllanthus calycinus,Labill.,153515,Phyllanthaceae,exact,100,5381927,Phyllanthus calycinus Labill.,Phyllanthus calycinus,Labill.,SPECIES,ACCEPTED,EXACT,100,5381927,Phyllanthus calycinus Labill.,Labill.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Phyllanthaceae,Phyllanthus,Phyllanthus calycinus,5381927
dbca_2025_tpfl,False,Poranthera asybosca,Poranthera asybosca,R.L.Barrett,Species,Accepted,521850,Poranthera asybosca,R.L.Barrett,521850,Phyllanthaceae,exact,100,9283603,Poranthera asybosca R.L.Barrett,Poranthera asybosca,R.L.Barrett,SPECIES,ACCEPTED,EXACT,100,9283603,Poranthera asybosca R.L.Barrett,R.L.Barrett,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Phyllanthaceae,Poranthera,Poranthera asybosca,9283603
tsakalos_2018_applvegsci,False,Poranthera microphylla,Poranthera microphylla,Brongn.,Species,Accepted,163396,Poranthera microphylla,Brongn.,163396,Phyllanthaceae,exact,100,5383319,Poranthera microphylla Brongn.,Poranthera microphylla,Brongn.,SPECIES,ACCEPTED,EXACT,100,5383319,Poranthera microphylla Brongn.,Brongn.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Phyllanthaceae,Poranthera,Poranthera microphylla,5383319
inaturalist_eneabba|tsakalos_2018_applvegsci,False,Stachystemon axillaris,Stachystemon axillaris,A.S.George,Species,Accepted,195792,Stachystemon axillaris,A.S.George,195792,Picrodendraceae,exact,100,3075348,Stachystemon axillaris A.S.George,Stachystemon axillaris,A.S.George,SPECIES,ACCEPTED,EXACT,100,3075348,Stachystemon axillaris A.S.George,A.S.George,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Picrodendraceae,Stachystemon,Stachystemon axillaris,3075348
tsakalos_2018_applvegsci,True,Aira caryophyllea,Aira caryophyllea,L.,Species,Accepted,390804,Aira caryophyllea,L.,390804,Poaceae,exact,100,7747216,Aira caryophyllea L.,Aira caryophyllea,L.,SPECIES,ACCEPTED,EXACT,100,7747216,Aira caryophyllea L.,L.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Aira,Aira caryophyllea,7747216
tsakalos_2018_applvegsci,False,Amphipogon caricinus,Amphipogon caricinus,F.Muell.,Species,Accepted,391734,Amphipogon caricinus,F.Muell.,391734,Poaceae,exact,100,4104775,Amphipogon caricinus F.Muell.,Amphipogon caricinus,F.Muell.,SPECIES,ACCEPTED,EXACT,100,4104775,Amphipogon caricinus F.Muell.,F.Muell.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Amphipogon,Amphipogon caricinus,4104775
tsakalos_2018_applvegsci,False,Amphipogon debilis,Amphipogon debilis,R.Br.,Species,Accepted,391739,Amphipogon debilis,R.Br.,391739,Poaceae,exact,100,4104724,Amphipogon debilis R.Br.,Amphipogon debilis,R.Br.,SPECIES,ACCEPTED,EXACT,100,4104724,Amphipogon debilis R.Br.,R.Br.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Amphipogon,Amphipogon debilis,4104724
tsakalos_2018_applvegsci,False,Amphipogon turbinatus,Amphipogon turbinatus,R.Br.,Species,Accepted,391759,Amphipogon turbinatus,R.Br.,391759,Poaceae,exact,100,5671564,Amphipogon turbinatus R.Br.,Amphipogon turbinatus,R.Br.,SPECIES,ACCEPTED,EXACT,100,5671564,Amphipogon turbinatus R.Br.,R.Br.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Amphipogon,Amphipogon turbinatus,5671564
tsakalos_2018_applvegsci,False,Aristida contorta,Aristida contorta,F.Muell.,Species,Accepted,394522,Aristida contorta,F.Muell.,394522,Poaceae,exact,100,4128741,Aristida contorta F.Muell.,Aristida contorta,F.Muell.,SPECIES,ACCEPTED,EXACT,100,4128741,Aristida contorta F.Muell.,F.Muell.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Aristida,Aristida contorta,4128741
tsakalos_2018_applvegsci,False,Austrostipa compressa,Austrostipa compressa,(R.Br.) S.W.L.Jacobs & J.Everett,Species,Accepted,397210,Austrostipa compressa,(R.Br.) S.W.L.Jacobs & J.Everett,397210,Poaceae,exact,100,4105554,Austrostipa compressa (R.Br.) S.W.L.Jacobs & J.Everett,Austrostipa compressa,(R.Br.) S.W.L.Jacobs & J.Everett,SPECIES,ACCEPTED,EXACT,100,4105554,Austrostipa compressa (R.Br.) S.W.L.Jacobs & J.Everett,(R.Br.) S.W.L.Jacobs & J.Everett,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Austrostipa,Austrostipa compressa,4105554
tsakalos_2018_applvegsci,False,Austrostipa elegantissima,Austrostipa elegantissima,(Labill.) S.W.L.Jacobs & J.Everett,Species,Accepted,397217,Austrostipa elegantissima,(Labill.) S.W.L.Jacobs & J.Everett,397217,Poaceae,exact,100,4105448,Austrostipa elegantissima (Labill.) S.W.L.Jacobs & J.Everett,Austrostipa elegantissima,(Labill.) S.W.L.Jacobs & J.Everett,SPECIES,ACCEPTED,EXACT,100,4105448,Austrostipa elegantissima (Labill.) S.W.L.Jacobs & J.Everett,(Labill.) S.W.L.Jacobs & J.Everett,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Austrostipa,Austrostipa elegantissima,4105448
tsakalos_2018_applvegsci,False,Austrostipa exilis,Austrostipa exilis,(Vickery) S.W.L.Jacobs & J.Everett,Species,Accepted,397219,Austrostipa exilis,(Vickery) S.W.L.Jacobs & J.Everett,397219,Poaceae,exact,100,4105409,Austrostipa exilis (Vickery) S.W.L.Jacobs & J.Everett,Austrostipa exilis,(Vickery) S.W.L.Jacobs & J.Everett,SPECIES,ACCEPTED,EXACT,100,4105409,Austrostipa exilis (Vickery) S.W.L.Jacobs & J.Everett,(Vickery) S.W.L.Jacobs & J.Everett,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Austrostipa,Austrostipa exilis,4105409
